order_id,product_id,product_title,category,price,quantity,total,status,created_at,date,day_name,hour,month,week,is_weekend
ORD-100403,42320964,Fitted Top Shirt Y2K 2000s Coquette Style | Atasan Kemeja .✦ ݁˖ sawako shoujo vintage coquette morikei fairy y2k 2000s cottage whimsical downtown girl bohemian boho etnik retro grunge emo gothic alt core korean style japanese fashion,Fashion,52797,1,52797,SHIPPED,2026-02-17T15:36:54.161076,2026-02-17,Tuesday,15,2,8,False
ORD-100404,62349101,Longsleeve Lacoste Fashion,Fashion,88736,2,177472,PROCESSED,2026-02-17T14:44:54.161076,2026-02-17,Tuesday,14,2,8,False
ORD-100405,52822737,Woman's Fashion Atasan Y2K/Coquette,Fashion,9186,1,9186,PROCESSED,2026-02-17T11:57:54.161076,2026-02-17,Tuesday,11,2,8,False
ORD-100406,64383180,Batik keris fashion batik keris,Fashion,159803,1,159803,COMPLETED,2026-02-17T20:13:54.161076,2026-02-17,Tuesday,20,2,8,False
ORD-100407,33235209,BKK Fashion,Fashion,110544,1,110544,PROCESSED,2026-02-17T19:19:54.161076,2026-02-17,Tuesday,19,2,8,False
ORD-100408,39613896,Hodie Fashion sz M 67x55,Fashion,78867,1,78867,COMPLETED,2026-02-17T19:34:54.161076,2026-02-17,Tuesday,19,2,8,False
ORD-100409,1759904,Hoodie Off White Fashion,Fashion,191196,2,382392,COMPLETED,2026-02-18T22:32:54.161076,2026-02-18,Wednesday,22,2,8,False
ORD-100410,88243349,(NO NEGO) FRAGILE tailored faux leather shirt jacket black structured office chic vintage officewear structured top korean fashion japanese style collared shirt fitted shirt blazer style black formal polyurethane shirt minimal chic,Fashion,37619,1,37619,COMPLETED,2026-02-18T19:49:54.161076,2026-02-18,Wednesday,19,2,8,False
ORD-100411,75900751,CARDIGAN RIB/CARDIGAN CROP/CARDIGAN RAJUT/CARDIGAN WAFER/CARDIGAN WAFFLE/BY GFS (GIRL FASHION STORY),Fashion,10586,3,31758,COMPLETED,2026-02-18T18:17:54.161076,2026-02-18,Wednesday,18,2,8,False
ORD-100412,50133989,kemeja ootd jumbo bigsize preloved fashion today,Fashion,67751,1,67751,COMPLETED,2026-02-18T21:43:54.161076,2026-02-18,Wednesday,21,2,8,False
ORD-100413,33235209,BKK Fashion,Fashion,84084,1,84084,SHIPPED,2026-02-18T17:45:54.161076,2026-02-18,Wednesday,17,2,8,False
ORD-100414,15767726,Kemeja Tnf Buat Fashion /Outdoor Original,Fashion,288506,1,288506,COMPLETED,2026-02-18T17:47:54.161076,2026-02-18,Wednesday,17,2,8,False
ORD-100415,1759904,Hoodie Off White Fashion,Fashion,188524,1,188524,COMPLETED,2026-02-18T08:23:54.161076,2026-02-18,Wednesday,8,2,8,False
ORD-100416,96953448,Kemeja Veterano Fashion not Caltop Pendleton Ralph Lauren Giordano,Fashion,65444,1,65444,COMPLETED,2026-02-18T15:32:54.161076,2026-02-18,Wednesday,15,2,8,False
ORD-100417,62349101,Longsleeve Lacoste Fashion,Fashion,72909,1,72909,COMPLETED,2026-02-19T12:20:54.161076,2026-02-19,Thursday,12,2,8,False
ORD-100418,1759904,Hoodie Off White Fashion,Fashion,213104,1,213104,COMPLETED,2026-02-19T18:35:54.161076,2026-02-19,Thursday,18,2,8,False
ORD-100419,79673141,"[M] PLAY FASHION [B4-32] - (KAOS POLO / KAOS BERKERAH) (POLO SHIRT) SECOND, THRIFT, BEKAS, PRELOVED, USED - 0uZk2cvEbQYleWOh4XCw",Fashion,96783,1,96783,COMPLETED,2026-02-19T15:19:54.161076,2026-02-19,Thursday,15,2,8,False
ORD-100420,96953448,Kemeja Veterano Fashion not Caltop Pendleton Ralph Lauren Giordano,Fashion,64771,1,64771,COMPLETED,2026-02-19T15:30:54.161076,2026-02-19,Thursday,15,2,8,False
ORD-100421,15767726,Kemeja Tnf Buat Fashion /Outdoor Original,Fashion,383306,1,383306,COMPLETED,2026-02-19T18:39:54.161076,2026-02-19,Thursday,18,2,8,False
ORD-100422,25577472,Hoodie fashion mall Topten broken white Authentic,Fashion,143129,1,143129,COMPLETED,2026-02-19T08:53:54.161076,2026-02-19,Thursday,8,2,8,False
ORD-100423,75900751,CARDIGAN RIB/CARDIGAN CROP/CARDIGAN RAJUT/CARDIGAN WAFER/CARDIGAN WAFFLE/BY GFS (GIRL FASHION STORY),Fashion,12448,1,12448,COMPLETED,2026-02-19T15:52:54.161076,2026-02-19,Thursday,15,2,8,False
ORD-100424,64544318,Kemeja Tnf Lengan Panjang Fashion /Outdoor Pria Original,Fashion,334057,3,1002171,PROCESSED,2026-02-19T14:12:54.161076,2026-02-19,Thursday,14,2,8,False
ORD-100425,75547289,PRELOVED Fashion Today Shirt,Fashion,71685,1,71685,COMPLETED,2026-02-19T21:44:54.161076,2026-02-19,Thursday,21,2,8,False
ORD-100426,52822737,Woman's Fashion Atasan Y2K/Coquette,Fashion,10303,2,20606,SHIPPED,2026-02-20T14:23:54.161076,2026-02-20,Friday,14,2,8,False
ORD-100427,22019397,Jaket Bomber Fashion,Fashion,97992,2,195984,COMPLETED,2026-02-20T22:49:54.161076,2026-02-20,Friday,22,2,8,False
ORD-100428,84353197,PRELOVED Fashion today by alice norin knit top,Fashion,21852,1,21852,COMPLETED,2026-02-20T21:51:54.161076,2026-02-20,Friday,21,2,8,False
ORD-100429,76724915,Brand fashion jepang ills,Fashion,92766,2,185532,SHIPPED,2026-02-20T19:43:54.161076,2026-02-20,Friday,19,2,8,False
ORD-100430,2090480,Fashion wanita / Atasan wanita / Kemeja / Vintage,Fashion,66373,1,66373,COMPLETED,2026-02-20T14:27:54.161076,2026-02-20,Friday,14,2,8,False
ORD-100431,1759904,Hoodie Off White Fashion,Fashion,259256,1,259256,COMPLETED,2026-02-20T16:32:54.161076,2026-02-20,Friday,16,2,8,False
ORD-100432,42320964,Fitted Top Shirt Y2K 2000s Coquette Style | Atasan Kemeja .✦ ݁˖ sawako shoujo vintage coquette morikei fairy y2k 2000s cottage whimsical downtown girl bohemian boho etnik retro grunge emo gothic alt core korean style japanese fashion,Fashion,43905,1,43905,COMPLETED,2026-02-20T21:51:54.161076,2026-02-20,Friday,21,2,8,False
ORD-100433,64383180,Batik keris fashion batik keris,Fashion,221508,1,221508,COMPLETED,2026-02-20T12:42:54.161076,2026-02-20,Friday,12,2,8,False
ORD-100434,88243349,(NO NEGO) FRAGILE tailored faux leather shirt jacket black structured office chic vintage officewear structured top korean fashion japanese style collared shirt fitted shirt blazer style black formal polyurethane shirt minimal chic,Fashion,40077,1,40077,COMPLETED,2026-02-20T16:41:54.161076,2026-02-20,Friday,16,2,8,False
ORD-100435,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,36142,3,108426,COMPLETED,2026-02-20T18:06:54.161076,2026-02-20,Friday,18,2,8,False
ORD-100436,76903656,KEMEJA BIRU MAX FASHION TIPE OVERSIZE,Fashion,55375,1,55375,COMPLETED,2026-02-21T16:28:54.161076,2026-02-21,Saturday,16,2,8,True
ORD-100437,95204375,[NETT] Fashion Today kemeja putih,Fashion,145072,1,145072,COMPLETED,2026-02-21T16:22:54.161076,2026-02-21,Saturday,16,2,8,True
ORD-100438,35925127,"Original Jersey Netherlands Away 2015 ""7 Memphis Depay"" Euro Cup Nike [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,712721,1,712721,COMPLETED,2026-02-21T20:53:54.161076,2026-02-21,Saturday,20,2,8,True
ORD-100439,62583289,Crewnack Off white Fashion,Fashion,103722,1,103722,COMPLETED,2026-02-21T18:22:54.161076,2026-02-21,Saturday,18,2,8,True
ORD-100440,75547289,PRELOVED Fashion Today Shirt,Fashion,66275,1,66275,COMPLETED,2026-02-21T15:02:54.161076,2026-02-21,Saturday,15,2,8,True
ORD-100441,22019397,Jaket Bomber Fashion,Fashion,103723,1,103723,SHIPPED,2026-02-21T12:59:54.161076,2026-02-21,Saturday,12,2,8,True
ORD-100442,79673141,"[M] PLAY FASHION [B4-32] - (KAOS POLO / KAOS BERKERAH) (POLO SHIRT) SECOND, THRIFT, BEKAS, PRELOVED, USED - 0uZk2cvEbQYleWOh4XCw",Fashion,112076,1,112076,COMPLETED,2026-02-21T15:29:54.161076,2026-02-21,Saturday,15,2,8,True
ORD-100443,76903656,KEMEJA BIRU MAX FASHION TIPE OVERSIZE,Fashion,57595,2,115190,COMPLETED,2026-02-21T13:25:54.161076,2026-02-21,Saturday,13,2,8,True
ORD-100444,35925127,"Original Jersey Netherlands Away 2015 ""7 Memphis Depay"" Euro Cup Nike [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,877267,2,1754534,COMPLETED,2026-02-21T15:00:54.161076,2026-02-21,Saturday,15,2,8,True
ORD-100445,38992108,Fashion Today - Kemeja Crinkle Coklat,Fashion,42032,1,42032,COMPLETED,2026-02-21T19:06:54.161076,2026-02-21,Saturday,19,2,8,True
ORD-100446,64383180,Batik keris fashion batik keris,Fashion,180318,1,180318,COMPLETED,2026-02-21T16:55:54.161076,2026-02-21,Saturday,16,2,8,True
ORD-100447,2090480,Fashion wanita / Atasan wanita / Kemeja / Vintage,Fashion,75116,1,75116,COMPLETED,2026-02-21T17:37:54.161076,2026-02-21,Saturday,17,2,8,True
ORD-100448,88243349,(NO NEGO) FRAGILE tailored faux leather shirt jacket black structured office chic vintage officewear structured top korean fashion japanese style collared shirt fitted shirt blazer style black formal polyurethane shirt minimal chic,Fashion,37910,1,37910,COMPLETED,2026-02-22T13:51:54.161076,2026-02-22,Sunday,13,2,8,True
ORD-100449,41725166,Kaos Art Vespa Vintage Fashion Retro Klasik Baju Abu-Abu,Fashion,56792,2,113584,COMPLETED,2026-02-22T17:15:54.161076,2026-02-22,Sunday,17,2,8,True
ORD-100450,41725166,Kaos Art Vespa Vintage Fashion Retro Klasik Baju Abu-Abu,Fashion,52455,1,52455,COMPLETED,2026-02-22T13:38:54.161076,2026-02-22,Sunday,13,2,8,True
ORD-100451,88364831,Jaket parka army military green hijau m65 fashion guess,Fashion,213843,1,213843,COMPLETED,2026-02-22T16:58:54.161076,2026-02-22,Sunday,16,2,8,True
ORD-100452,64544318,Kemeja Tnf Lengan Panjang Fashion /Outdoor Pria Original,Fashion,339252,2,678504,COMPLETED,2026-02-22T13:11:54.161076,2026-02-22,Sunday,13,2,8,True
ORD-100453,45541267,Top Y2K 2000s Downtown Style | Atasan Kaos .✦ ݁˖ sawako shoujo vintage coquette morikei fairy y2k 2000s cottage whimsical downtown girl bohemian boho etnik retro grunge emo gothic alt core korean style japanese fashion,Fashion,40171,2,80342,CANCELLED,2026-02-22T19:31:54.161076,2026-02-22,Sunday,19,2,8,True
ORD-100454,88364831,Jaket parka army military green hijau m65 fashion guess,Fashion,210715,1,210715,COMPLETED,2026-02-22T16:26:54.161076,2026-02-22,Sunday,16,2,8,True
ORD-100455,47393802,Hodie Champion Fashion sz M 62x57,Fashion,142086,1,142086,COMPLETED,2026-02-22T15:36:54.161076,2026-02-22,Sunday,15,2,8,True
ORD-100456,35925127,"Original Jersey Netherlands Away 2015 ""7 Memphis Depay"" Euro Cup Nike [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,691748,2,1383496,COMPLETED,2026-02-22T10:18:54.161076,2026-02-22,Sunday,10,2,8,True
ORD-100457,29880574,Max Fashion shirt O neck size S,Fashion,66496,1,66496,COMPLETED,2026-02-23T16:36:54.161076,2026-02-23,Monday,16,2,9,False
ORD-100458,22019397,Jaket Bomber Fashion,Fashion,111724,1,111724,COMPLETED,2026-02-23T22:48:54.161076,2026-02-23,Monday,22,2,9,False
ORD-100459,85984677,“You Are Gay” Fashion Brand Acrostic Graphic Tee - trashed -faded - distressed - erd - vintage - band tee,Fashion,13241523,2,26483046,COMPLETED,2026-02-23T13:47:54.161076,2026-02-23,Monday,13,2,9,False
ORD-100460,64544318,Kemeja Tnf Lengan Panjang Fashion /Outdoor Pria Original,Fashion,356679,2,713358,COMPLETED,2026-02-23T22:22:54.161076,2026-02-23,Monday,22,2,9,False
ORD-100461,82462371,crewneck fashion,Fashion,90830,1,90830,COMPLETED,2026-02-23T18:51:54.161076,2026-02-23,Monday,18,2,9,False
ORD-100462,75900751,CARDIGAN RIB/CARDIGAN CROP/CARDIGAN RAJUT/CARDIGAN WAFER/CARDIGAN WAFFLE/BY GFS (GIRL FASHION STORY),Fashion,9663,1,9663,COMPLETED,2026-02-24T12:13:54.161076,2026-02-24,Tuesday,12,2,9,False
ORD-100463,25649285,Fashion NY 68 Varsity Jacket,Fashion,166936,1,166936,COMPLETED,2026-02-24T17:45:54.161076,2026-02-24,Tuesday,17,2,9,False
ORD-100464,76724915,Brand fashion jepang ills,Fashion,100693,1,100693,CANCELLED,2026-02-24T19:43:54.161076,2026-02-24,Tuesday,19,2,9,False
ORD-100465,62349101,Longsleeve Lacoste Fashion,Fashion,84002,1,84002,COMPLETED,2026-02-24T15:17:54.161076,2026-02-24,Tuesday,15,2,9,False
ORD-100466,64544318,Kemeja Tnf Lengan Panjang Fashion /Outdoor Pria Original,Fashion,436251,1,436251,COMPLETED,2026-02-24T14:53:54.161076,2026-02-24,Tuesday,14,2,9,False
ORD-100467,79673141,"[M] PLAY FASHION [B4-32] - (KAOS POLO / KAOS BERKERAH) (POLO SHIRT) SECOND, THRIFT, BEKAS, PRELOVED, USED - 0uZk2cvEbQYleWOh4XCw",Fashion,117049,2,234098,COMPLETED,2026-02-24T16:17:54.161076,2026-02-24,Tuesday,16,2,9,False
ORD-100468,48838750,"Original Jersey Tottenham Hotspur ""Home"" 2014/15 #2 Walker Capital One Cup Final Under Armour [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,216159,1,216159,PROCESSED,2026-02-24T17:05:54.161076,2026-02-24,Tuesday,17,2,9,False
ORD-100469,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,35395,1,35395,COMPLETED,2026-02-24T21:31:54.161076,2026-02-24,Tuesday,21,2,9,False
ORD-100470,33235209,BKK Fashion,Fashion,108868,1,108868,COMPLETED,2026-02-25T18:29:54.161076,2026-02-25,Wednesday,18,2,9,False
ORD-100471,48838750,"Original Jersey Tottenham Hotspur ""Home"" 2014/15 #2 Walker Capital One Cup Final Under Armour [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,208657,1,208657,COMPLETED,2026-02-25T11:13:54.161076,2026-02-25,Wednesday,11,2,9,False
ORD-100472,76838306,Sex Pistols M punk Misfits Metallica Nirvana Fashion pop metal rap tee Art,Fashion,1097885,2,2195770,COMPLETED,2026-02-25T14:35:54.161076,2026-02-25,Wednesday,14,2,9,False
ORD-100473,52822737,Woman's Fashion Atasan Y2K/Coquette,Fashion,12409,1,12409,PROCESSED,2026-02-25T18:48:54.161076,2026-02-25,Wednesday,18,2,9,False
ORD-100474,25649285,Fashion NY 68 Varsity Jacket,Fashion,172570,1,172570,COMPLETED,2026-02-25T19:59:54.161076,2026-02-25,Wednesday,19,2,9,False
ORD-100475,39613896,Hodie Fashion sz M 67x55,Fashion,63018,1,63018,COMPLETED,2026-02-25T21:44:54.161076,2026-02-25,Wednesday,21,2,9,False
ORD-100476,88364831,Jaket parka army military green hijau m65 fashion guess,Fashion,204149,2,408298,PROCESSED,2026-02-25T20:05:54.161076,2026-02-25,Wednesday,20,2,9,False
ORD-100477,64544318,Kemeja Tnf Lengan Panjang Fashion /Outdoor Pria Original,Fashion,326538,1,326538,COMPLETED,2026-02-25T17:03:54.161076,2026-02-25,Wednesday,17,2,9,False
ORD-100478,48838750,"Original Jersey Tottenham Hotspur ""Home"" 2014/15 #2 Walker Capital One Cup Final Under Armour [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,235955,1,235955,COMPLETED,2026-02-26T14:45:54.161076,2026-02-26,Thursday,14,2,9,False
ORD-100479,62349101,Longsleeve Lacoste Fashion,Fashion,76350,1,76350,COMPLETED,2026-02-26T12:43:54.161076,2026-02-26,Thursday,12,2,9,False
ORD-100480,50133989,kemeja ootd jumbo bigsize preloved fashion today,Fashion,76585,1,76585,CANCELLED,2026-02-26T19:27:54.161076,2026-02-26,Thursday,19,2,9,False
ORD-100481,42320964,Fitted Top Shirt Y2K 2000s Coquette Style | Atasan Kemeja .✦ ݁˖ sawako shoujo vintage coquette morikei fairy y2k 2000s cottage whimsical downtown girl bohemian boho etnik retro grunge emo gothic alt core korean style japanese fashion,Fashion,44559,1,44559,COMPLETED,2026-02-26T15:06:54.161076,2026-02-26,Thursday,15,2,9,False
ORD-100482,62349101,Longsleeve Lacoste Fashion,Fashion,87667,1,87667,SHIPPED,2026-02-26T12:48:54.161076,2026-02-26,Thursday,12,2,9,False
ORD-100483,88364831,Jaket parka army military green hijau m65 fashion guess,Fashion,234170,1,234170,COMPLETED,2026-02-26T11:39:54.161076,2026-02-26,Thursday,11,2,9,False
ORD-100484,64544318,Kemeja Tnf Lengan Panjang Fashion /Outdoor Pria Original,Fashion,364166,1,364166,COMPLETED,2026-02-26T13:58:54.161076,2026-02-26,Thursday,13,2,9,False
ORD-100485,22339853,Kaos Fashion 68 Hitam,Fashion,16154,1,16154,PROCESSED,2026-02-26T13:08:54.161076,2026-02-26,Thursday,13,2,9,False
ORD-100486,22019397,Jaket Bomber Fashion,Fashion,105361,1,105361,COMPLETED,2026-02-26T21:08:54.161076,2026-02-26,Thursday,21,2,9,False
ORD-100487,96953448,Kemeja Veterano Fashion not Caltop Pendleton Ralph Lauren Giordano,Fashion,69948,1,69948,COMPLETED,2026-02-27T17:18:54.161076,2026-02-27,Friday,17,2,9,False
ORD-100488,42320964,Fitted Top Shirt Y2K 2000s Coquette Style | Atasan Kemeja .✦ ݁˖ sawako shoujo vintage coquette morikei fairy y2k 2000s cottage whimsical downtown girl bohemian boho etnik retro grunge emo gothic alt core korean style japanese fashion,Fashion,59463,1,59463,COMPLETED,2026-02-27T20:38:54.161076,2026-02-27,Friday,20,2,9,False
ORD-100489,67661682,Blouse fashion,Fashion,52835,1,52835,SHIPPED,2026-02-27T17:50:54.161076,2026-02-27,Friday,17,2,9,False
ORD-100490,79673141,"[M] PLAY FASHION [B4-32] - (KAOS POLO / KAOS BERKERAH) (POLO SHIRT) SECOND, THRIFT, BEKAS, PRELOVED, USED - 0uZk2cvEbQYleWOh4XCw",Fashion,94509,1,94509,COMPLETED,2026-02-27T16:33:54.161076,2026-02-27,Friday,16,2,9,False
ORD-100491,77608982,Kaos Fashion L,Fashion,38207,3,114621,SHIPPED,2026-02-27T12:36:54.161076,2026-02-27,Friday,12,2,9,False
ORD-100492,22339853,Kaos Fashion 68 Hitam,Fashion,17597,1,17597,CANCELLED,2026-02-27T18:49:54.161076,2026-02-27,Friday,18,2,9,False
ORD-100493,35925127,"Original Jersey Netherlands Away 2015 ""7 Memphis Depay"" Euro Cup Nike [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,633862,1,633862,PROCESSED,2026-02-28T13:50:54.161076,2026-02-28,Saturday,13,2,9,True
ORD-100494,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,40299,1,40299,COMPLETED,2026-02-28T16:44:54.161076,2026-02-28,Saturday,16,2,9,True
ORD-100495,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,39011,1,39011,COMPLETED,2026-02-28T17:19:54.161076,2026-02-28,Saturday,17,2,9,True
ORD-100496,82462371,crewneck fashion,Fashion,68689,1,68689,COMPLETED,2026-02-28T19:25:54.161076,2026-02-28,Saturday,19,2,9,True
ORD-100497,33235209,BKK Fashion,Fashion,111042,1,111042,COMPLETED,2026-02-28T17:44:54.161076,2026-02-28,Saturday,17,2,9,True
ORD-100498,76838306,Sex Pistols M punk Misfits Metallica Nirvana Fashion pop metal rap tee Art,Fashion,1238587,2,2477174,COMPLETED,2026-02-28T11:27:54.161076,2026-02-28,Saturday,11,2,9,True
ORD-100499,22019397,Jaket Bomber Fashion,Fashion,114353,1,114353,COMPLETED,2026-02-28T14:47:54.161076,2026-02-28,Saturday,14,2,9,True
ORD-100500,3650811,TB fashion,Fashion,177474,1,177474,COMPLETED,2026-02-28T17:22:54.161076,2026-02-28,Saturday,17,2,9,True
ORD-100501,31643621,"Bundling Kaos fashion volcom, insight, DC (3pcs)",Fashion,141335,1,141335,COMPLETED,2026-02-28T14:47:54.161076,2026-02-28,Saturday,14,2,9,True
ORD-100502,22019397,Jaket Bomber Fashion,Fashion,91174,2,182348,COMPLETED,2026-03-01T19:04:54.161076,2026-03-01,Sunday,19,3,9,True
ORD-100503,56293620,Atasan HANA FASHION,Fashion,45226,2,90452,COMPLETED,2026-03-01T11:23:54.161076,2026-03-01,Sunday,11,3,9,True
ORD-100504,25649285,Fashion NY 68 Varsity Jacket,Fashion,169013,1,169013,COMPLETED,2026-03-01T15:06:54.161076,2026-03-01,Sunday,15,3,9,True
ORD-100505,52822737,Woman's Fashion Atasan Y2K/Coquette,Fashion,9461,1,9461,COMPLETED,2026-03-01T18:54:54.161076,2026-03-01,Sunday,18,3,9,True
ORD-100506,77608982,Kaos Fashion L,Fashion,32661,1,32661,COMPLETED,2026-03-01T15:59:54.161076,2026-03-01,Sunday,15,3,9,True
ORD-100507,85984677,“You Are Gay” Fashion Brand Acrostic Graphic Tee - trashed -faded - distressed - erd - vintage - band tee,Fashion,15566622,1,15566622,COMPLETED,2026-03-01T18:20:54.161076,2026-03-01,Sunday,18,3,9,True
ORD-100508,79673141,"[M] PLAY FASHION [B4-32] - (KAOS POLO / KAOS BERKERAH) (POLO SHIRT) SECOND, THRIFT, BEKAS, PRELOVED, USED - 0uZk2cvEbQYleWOh4XCw",Fashion,118811,1,118811,COMPLETED,2026-03-01T14:23:54.161076,2026-03-01,Sunday,14,3,9,True
ORD-100509,22019397,Jaket Bomber Fashion,Fashion,126077,1,126077,SHIPPED,2026-03-01T13:02:54.161076,2026-03-01,Sunday,13,3,9,True
ORD-100510,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,38011,1,38011,SHIPPED,2026-03-01T14:20:54.161076,2026-03-01,Sunday,14,3,9,True
ORD-100511,82462371,crewneck fashion,Fashion,63223,1,63223,COMPLETED,2026-03-01T13:19:54.161076,2026-03-01,Sunday,13,3,9,True
ORD-100512,75900751,CARDIGAN RIB/CARDIGAN CROP/CARDIGAN RAJUT/CARDIGAN WAFER/CARDIGAN WAFFLE/BY GFS (GIRL FASHION STORY),Fashion,10473,1,10473,CANCELLED,2026-03-01T21:49:54.161076,2026-03-01,Sunday,21,3,9,True
ORD-100513,25577472,Hoodie fashion mall Topten broken white Authentic,Fashion,167793,2,335586,COMPLETED,2026-03-01T18:59:54.161076,2026-03-01,Sunday,18,3,9,True
ORD-100514,35925127,"Original Jersey Netherlands Away 2015 ""7 Memphis Depay"" Euro Cup Nike [sportswear, sepakbola, vintage, retro, 90s, y2k, skate, casual, fashion, atasan, unisex]",Fashion,726998,1,726998,PROCESSED,2026-03-02T19:21:54.161076,2026-03-02,Monday,19,3,10,False
ORD-100515,77608982,Kaos Fashion L,Fashion,31515,2,63030,COMPLETED,2026-03-02T18:13:54.161076,2026-03-02,Monday,18,3,10,False
ORD-100516,31643621,"Bundling Kaos fashion volcom, insight, DC (3pcs)",Fashion,122811,3,368433,CANCELLED,2026-03-02T21:09:54.161076,2026-03-02,Monday,21,3,10,False
ORD-100517,96953448,Kemeja Veterano Fashion not Caltop Pendleton Ralph Lauren Giordano,Fashion,88795,1,88795,COMPLETED,2026-03-02T20:44:54.161076,2026-03-02,Monday,20,3,10,False
ORD-100518,95204375,[NETT] Fashion Today kemeja putih,Fashion,143899,1,143899,COMPLETED,2026-03-02T16:40:54.161076,2026-03-02,Monday,16,3,10,False
ORD-100519,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,39449,1,39449,CANCELLED,2026-03-02T15:15:54.161076,2026-03-02,Monday,15,3,10,False
ORD-100520,76724915,Brand fashion jepang ills,Fashion,102600,1,102600,COMPLETED,2026-03-02T18:47:54.161076,2026-03-02,Monday,18,3,10,False
ORD-100521,45541267,Top Y2K 2000s Downtown Style | Atasan Kaos .✦ ݁˖ sawako shoujo vintage coquette morikei fairy y2k 2000s cottage whimsical downtown girl bohemian boho etnik retro grunge emo gothic alt core korean style japanese fashion,Fashion,35307,1,35307,COMPLETED,2026-03-02T11:49:54.161076,2026-03-02,Monday,11,3,10,False
ORD-100522,33235209,BKK Fashion,Fashion,84803,1,84803,COMPLETED,2026-03-02T15:07:54.161076,2026-03-02,Monday,15,3,10,False
ORD-100523,38992108,Fashion Today - Kemeja Crinkle Coklat,Fashion,37986,1,37986,COMPLETED,2026-03-03T19:51:54.161076,2026-03-03,Tuesday,19,3,10,False
ORD-100524,47393802,Hodie Champion Fashion sz M 62x57,Fashion,141825,1,141825,COMPLETED,2026-03-03T17:54:54.161076,2026-03-03,Tuesday,17,3,10,False
ORD-100525,45541267,Top Y2K 2000s Downtown Style | Atasan Kaos .✦ ݁˖ sawako shoujo vintage coquette morikei fairy y2k 2000s cottage whimsical downtown girl bohemian boho etnik retro grunge emo gothic alt core korean style japanese fashion,Fashion,41456,1,41456,COMPLETED,2026-03-03T21:03:54.161076,2026-03-03,Tuesday,21,3,10,False
ORD-100526,47393802,Hodie Champion Fashion sz M 62x57,Fashion,147364,1,147364,CANCELLED,2026-03-03T13:54:54.161076,2026-03-03,Tuesday,13,3,10,False
ORD-100527,50133989,kemeja ootd jumbo bigsize preloved fashion today,Fashion,72803,1,72803,COMPLETED,2026-03-03T12:50:54.161076,2026-03-03,Tuesday,12,3,10,False
ORD-100528,88364831,Jaket parka army military green hijau m65 fashion guess,Fashion,184933,1,184933,COMPLETED,2026-03-03T18:12:54.161076,2026-03-03,Tuesday,18,3,10,False
ORD-100529,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,40324,1,40324,COMPLETED,2026-03-03T17:16:54.161076,2026-03-03,Tuesday,17,3,10,False
ORD-100530,15767726,Kemeja Tnf Buat Fashion /Outdoor Original,Fashion,277736,1,277736,COMPLETED,2026-03-03T20:08:54.161076,2026-03-03,Tuesday,20,3,10,False
ORD-100531,41510630,Jaket Hoodie pria fashion GIVE IT UP big logo hitam murah size m,Fashion,102152,1,102152,PROCESSED,2026-03-04T11:27:54.161076,2026-03-04,Wednesday,11,3,10,False
ORD-100532,84979622,Kemeja Lengan Pendek Simon Fashion LD 92 1,Fashion,36858,1,36858,COMPLETED,2026-03-04T15:58:54.161076,2026-03-04,Wednesday,15,3,10,False
ORD-100533,3650811,TB fashion,Fashion,161760,1,161760,COMPLETED,2026-03-04T13:39:54.161076,2026-03-04,Wednesday,13,3,10,False
ORD-100534,79673141,"[M] PLAY FASHION [B4-32] - (KAOS POLO / KAOS BERKERAH) (POLO SHIRT) SECOND, THRIFT, BEKAS, PRELOVED, USED - 0uZk2cvEbQYleWOh4XCw",Fashion,109955,1,109955,COMPLETED,2026-03-04T20:05:54.161076,2026-03-04,Wednesday,20,3,10,False
ORD-100535,1759904,Hoodie Off White Fashion,Fashion,195956,1,195956,COMPLETED,2026-03-05T20:40:54.161076,2026-03-05,Thursday,20,3,10,False
ORD-100536,64383180,Batik keris fashion batik keris,Fashion,226758,2,453516,COMPLETED,2026-03-05T18:34:54.161076,2026-03-05,Thursday,18,3,10,False
ORD-100537,2090480,Fashion wanita / Atasan wanita / Kemeja / Vintage,Fashion,73206,1,73206,COMPLETED,2026-03-05T14:01:54.161076,2026-03-05,Thursday,14,3,10,False
